=================================================================================================================================================
REPOSITORY: ALGORITHMS | FULL CONFUSION SCORE RANKING
=================================================================================================================================================
Function                     | Class              | File Path                           | Line  | Comp | Hits | Doc? | Score 
__init__                     | Bloom              | ...ructures/hashing/bloom_filter.py | 68    | 1    | 0    | No   | 0.3333
add                          | Bloom              | ...ructures/hashing/bloom_filter.py | 72    | 1    | 0    | No   | 0.3333
exists                       | Bloom              | ...ructures/hashing/bloom_filter.py | 76    | 1    | 0    | No   | 0.3333
__contains__                 | Bloom              | ...ructures/hashing/bloom_filter.py | 80    | 1    | 0    | No   | 0.3333
format_bin                   | Bloom              | ...ructures/hashing/bloom_filter.py | 83    | 1    | 0    | No   | 0.3333
bitstring                    | Bloom              | ...ructures/hashing/bloom_filter.py | 88    | 1    | 0    | No   | 0.3333
format_hash                  | Bloom              | ...ructures/hashing/bloom_filter.py | 100   | 1    | 0    | No   | 0.3333
estimated_error_rate         | Bloom              | ...ructures/hashing/bloom_filter.py | 104   | 1    | 0    | No   | 0.3333
__init__                     | DoubleHash         | ...tructures/hashing/double_hash.py | 24    | 1    | 0    | No   | 0.3333
__hash_function_2            | DoubleHash         | ...tructures/hashing/double_hash.py | 27    | 1    | 0    | No   | 0.3333
__hash_double_function       | DoubleHash         | ...tructures/hashing/double_hash.py | 35    | 1    | 0    | No   | 0.3333
__init__                     | HashTableWithLi... | ...g/hash_table_with_linked_list.py | 7     | 1    | 0    | No   | 0.3333
_set_value                   | HashTableWithLi... | ...g/hash_table_with_linked_list.py | 10    | 1    | 0    | No   | 0.3333
balanced_factor              | HashTableWithLi... | ...g/hash_table_with_linked_list.py | 15    | 1    | 0    | No   | 0.3333
__init__                     | _DeletedItem       | data_structures/hashing/hash_map.py | 26    | 1    | 0    | No   | 0.3333
__bool__                     | _DeletedItem       | data_structures/hashing/hash_map.py | 29    | 1    | 0    | No   | 0.3333
__init__                     | HashMap            | data_structures/hashing/hash_map.py | 41    | 1    | 0    | No   | 0.3333
_get_bucket_index            | HashMap            | data_structures/hashing/hash_map.py | 50    | 1    | 0    | No   | 0.3333
_size_up                     | HashMap            | data_structures/hashing/hash_map.py | 122   | 1    | 0    | No   | 0.3333
_size_down                   | HashMap            | data_structures/hashing/hash_map.py | 125   | 1    | 0    | No   | 0.3333
__iter__                     | HashMap            | data_structures/hashing/hash_map.py | 314   | 1    | 0    | No   | 0.3333
__repr__                     | HashMap            | data_structures/hashing/hash_map.py | 317   | 1    | 0    | No   | 0.3333
__init__                     | QuadraticProbing   | ...res/hashing/quadratic_probing.py | 11    | 1    | 0    | No   | 0.3333
__init__                     | HashTable          | ...structures/hashing/hash_table.py | 12    | 1    | 0    | No   | 0.3333
balanced_factor              | HashTable          | ...structures/hashing/hash_table.py | 51    | 1    | 0    | No   | 0.3333
_step_by_step                | HashTable          | ...structures/hashing/hash_table.py | 83    | 1    | 0    | No   | 0.3333
__init__                     | RadixNode          | data_structures/trie/radix_tree.py  | 9     | 1    | 0    | No   | 0.3333
test_trie                    | None               | data_structures/trie/radix_tree.py  | 194   | 1    | 0    | No   | 0.3333
pytests                      | None               | data_structures/trie/radix_tree.py  | 211   | 1    | 0    | No   | 0.3333
__init__                     | TrieNode           | data_structures/trie/trie.py        | 10    | 1    | 0    | No   | 0.3333
test_trie                    | None               | data_structures/trie/trie.py        | 92    | 1    | 0    | No   | 0.3333
print_results                | None               | data_structures/trie/trie.py        | 111   | 1    | 0    | No   | 0.3333
pytests                      | None               | data_structures/trie/trie.py        | 115   | 1    | 0    | No   | 0.3333
__init__                     | BinaryHeap         | data_structures/heap/max_heap.py    | 19    | 1    | 0    | No   | 0.3333
get_list                     | BinaryHeap         | data_structures/heap/max_heap.py    | 63    | 1    | 0    | No   | 0.3333
__init__                     | SkewNode           | data_structures/heap/skew_heap.py   | 17    | 1    | 0    | No   | 0.3333
__lt__                       | Comparable         | data_structures/heap/heap.py        | 10    | 1    | 0    | No   | 0.3333
__gt__                       | Comparable         | data_structures/heap/heap.py        | 14    | 1    | 0    | No   | 0.3333
__eq__                       | Comparable         | data_structures/heap/heap.py        | 18    | 1    | 0    | No   | 0.3333
__init__                     | Heap               | data_structures/heap/heap.py        | 48    | 1    | 0    | No   | 0.3333
__repr__                     | Heap               | data_structures/heap/heap.py        | 52    | 1    | 0    | No   | 0.3333
__init__                     | RandomizedHeapNode | ...ructures/heap/randomized_heap.py | 18    | 1    | 0    | No   | 0.3333
__init__                     | Node               | ...structures/heap/binomial_heap.py | 15    | 1    | 0    | No   | 0.3333
__init__                     | BinomialHeap       | ...structures/heap/binomial_heap.py | 126   | 1    | 0    | No   | 0.3333
is_empty                     | BinomialHeap       | ...structures/heap/binomial_heap.py | 253   | 1    | 0    | No   | 0.3333
__init__                     | Node               | data_structures/heap/min_heap.py    | 6     | 1    | 0    | No   | 0.3333
__str__                      | Node               | data_structures/heap/min_heap.py    | 10    | 1    | 0    | No   | 0.3333
__lt__                       | Node               | data_structures/heap/min_heap.py    | 13    | 1    | 0    | No   | 0.3333
__init__                     | MinHeap            | data_structures/heap/min_heap.py    | 34    | 1    | 0    | No   | 0.3333
__getitem__                  | MinHeap            | data_structures/heap/min_heap.py    | 39    | 1    | 0    | No   | 0.3333
get_parent_idx               | MinHeap            | data_structures/heap/min_heap.py    | 42    | 1    | 0    | No   | 0.3333
get_left_child_idx           | MinHeap            | data_structures/heap/min_heap.py    | 45    | 1    | 0    | No   | 0.3333
get_right_child_idx          | MinHeap            | data_structures/heap/min_heap.py    | 48    | 1    | 0    | No   | 0.3333
get_value                    | MinHeap            | data_structures/heap/min_heap.py    | 51    | 1    | 0    | No   | 0.3333
peek                         | MinHeap            | data_structures/heap/min_heap.py    | 102   | 1    | 0    | No   | 0.3333
remove                       | MinHeap            | data_structures/heap/min_heap.py    | 105   | 1    | 0    | No   | 0.3333
insert                       | MinHeap            | data_structures/heap/min_heap.py    | 117   | 1    | 0    | No   | 0.3333
is_empty                     | MinHeap            | data_structures/heap/min_heap.py    | 123   | 1    | 0    | No   | 0.3333
decrease_key                 | MinHeap            | data_structures/heap/min_heap.py    | 126   | 1    | 0    | No   | 0.3333
__init__                     | Node               | ...res/disjoint_set/disjoint_set.py | 8     | 1    | 0    | No   | 0.3333
cycle_sort                   | None               | sorts/cycle_sort.py                 | 7     | 10   | 1    | Yes  | 0.3103
_msd_radix_sort_inplace      | None               | sorts/msd_radix_sort.py             | 112   | 8    | 1    | Yes  | 0.2881
max_heapify                  | Heap               | data_structures/heap/heap.py        | 111   | 7    | 1    | Yes  | 0.2770
heapify                      | None               | sorts/intro_sort.py                 | 39    | 6    | 1    | Yes  | 0.2659
heapify                      | None               | sorts/heap_sort.py                  | 6     | 6    | 1    | Yes  | 0.2659
topological_sort             | None               | sorts/topological_sort.py           | 18    | 6    | 1    | Yes  | 0.2659
double_sort                  | None               | sorts/double_sort.py                | 4     | 5    | 1    | Yes  | 0.2548
slowsort                     | None               | sorts/slowsort.py                   | 15    | 5    | 1    | Yes  | 0.2548
merge_sort                   | None               | sorts/merge_sort.py                 | 13    | 4    | 1    | Yes  | 0.2436
breadth_first_search         | None               | ...y_tree/lowest_common_ancestor.py | 94    | 4    | 1    | Yes  | 0.2436
merge                        | None               | sorts/iterative_merge_sort.py       | 15    | 3    | 1    | Yes  | 0.2325
bubble_sort_recursive        | None               | sorts/bubble_sort.py                | 74    | 3    | 1    | Yes  | 0.2325
merge                        | None               | sorts/merge_sort.py                 | 32    | 3    | 1    | Yes  | 0.2325
intro_sort                   | None               | sorts/intro_sort.py                 | 166   | 3    | 1    | Yes  | 0.2325
rec_insertion_sort           | None               | sorts/recursive_insertion_sort.py   | 8     | 3    | 1    | Yes  | 0.2325
_heapify_up                  | Heap               | ..._structures/heap/heap_generic.py | 65    | 3    | 1    | Yes  | 0.2325
quick_sort_lomuto_partition  | None               | sorts/quick_sort_3_partition.py     | 44    | 2    | 1    | Yes  | 0.2214
three_way_radix_quicksort    | None               | sorts/quick_sort_3_partition.py     | 91    | 2    | 1    | Yes  | 0.2214
quick_sort                   | None               | sorts/quick_sort.py                 | 16    | 2    | 1    | Yes  | 0.2214
sort                         | None               | sorts/intro_sort.py                 | 137   | 2    | 1    | Yes  | 0.2214
merge_sort                   | None               | sorts/unknown_sort.py               | 9     | 2    | 1    | Yes  | 0.2214
quick_sort                   | None               | sorts/recursive_quick_sort.py       | 1     | 2    | 1    | Yes  | 0.2214
_heapify_down                | Heap               | ..._structures/heap/heap_generic.py | 72    | 2    | 1    | Yes  | 0.2214
__traversal                  | BinomialHeap       | ...structures/heap/binomial_heap.py | 374   | 2    | 1    | Yes  | 0.2214
binary_search_tree_example   | None               | .../binary_search_tree_recursive.py | 546   | 1    | 1    | Yes  | 0.2103
pop                          | BinaryHeap         | data_structures/heap/max_heap.py    | 53    | 1    | 1    | Yes  | 0.2103
test_heap                    | None               | ..._structures/heap/heap_generic.py | 131   | 1    | 1    | Yes  | 0.2103
remove                       | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 150   | 19   | 0    | Yes  | 0.2000
merge_heaps                  | BinomialHeap       | ...structures/heap/binomial_heap.py | 131   | 19   | 0    | Yes  | 0.2000
_insert_repair               | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 112   | 17   | 0    | Yes  | 0.1778
delete_min                   | BinomialHeap       | ...structures/heap/binomial_heap.py | 256   | 16   | 0    | Yes  | 0.1667
infix_to_postfix             | None               | ...s/infix_to_postfix_conversion.py | 45    | 15   | 0    | Yes  | 0.1556
evaluate                     | None               | ...res/stacks/postfix_evaluation.py | 64    | 14   | 0    | Yes  | 0.1444
infix_2_postfix              | None               | ...ks/infix_to_prefix_conversion.py | 18    | 14   | 0    | Yes  | 0.1444
find_kth_next_greater_ele... | None               | ...acks/kth_next_greater_element.py | 10    | 12   | 0    | Yes  | 0.1222
circle_sort                  | None               | sorts/circle_sort.py                | 12    | 10   | 0    | Yes  | 0.1000
merge_insertion_sort         | None               | sorts/merge_insertion_sort.py       | 64    | 10   | 0    | Yes  | 0.1000
is_palindrome_stack          | None               | ...res/linked_list/is_palindrome.py | 68    | 10   | 0    | Yes  | 0.1000
is_palindrome_dict           | None               | ...res/linked_list/is_palindrome.py | 124   | 10   | 0    | Yes  | 0.1000
strand_sort                  | None               | sorts/strand_sort.py                | 4     | 9    | 0    | Yes  | 0.0889
is_palindrome                | None               | ...res/linked_list/is_palindrome.py | 12    | 9    | 0    | Yes  | 0.0889
eliminate                    | None               | ...ructures/arrays/sudoku_solver.py | 98    | 9    | 0    | Yes  | 0.0889
kth_largest_element          | None               | ...es/arrays/kth_largest_element.py | 44    | 9    | 0    | Yes  | 0.0889
delete                       | RadixNode          | data_structures/trie/radix_tree.py  | 131   | 9    | 0    | Yes  | 0.0889
circle_sort_util             | None               | sorts/circle_sort.py                | 33    | 8    | 0    | Yes  | 0.0778
cocktail_shaker_sort         | None               | sorts/cocktail_shaker_sort.py       | 8     | 8    | 0    | Yes  | 0.0778
swap_nodes                   | LinkedList         | ...ctures/linked_list/swap_nodes.py | 67    | 8    | 0    | Yes  | 0.0778
remove                       | BinarySearchTree   | .../binary_search_tree_recursive.py | 115   | 8    | 0    | Yes  | 0.0778
update                       | SegmentTree        | ...binary_tree/lazy_segment_tree.py | 52    | 8    | 0    | Yes  | 0.0778
range_counting               | None               | ...ures/binary_tree/wavelet_tree.py | 161   | 8    | 0    | Yes  | 0.0778
dutch_national_flag_sort     | None               | sorts/dutch_national_flag_sort.py   | 33    | 7    | 0    | Yes  | 0.0667
rotate_to_the_right          | None               | ...nked_list/rotate_to_the_right.py | 70    | 7    | 0    | Yes  | 0.0667
insert                       | SkipList           | ...uctures/linked_list/skip_list.py | 189   | 7    | 0    | Yes  | 0.0667
insert_nth                   | CircularLinkedList | ...ked_list/circular_linked_list.py | 58    | 7    | 0    | Yes  | 0.0667
lowest_common_ancestor       | None               | ...y_tree/lowest_common_ancestor.py | 57    | 7    | 0    | Yes  | 0.0667
insert                       | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 87    | 7    | 0    | Yes  | 0.0667
black_height                 | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 321   | 7    | 0    | Yes  | 0.0667
floor                        | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 367   | 7    | 0    | Yes  | 0.0667
ceil                         | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 384   | 7    | 0    | Yes  | 0.0667
__insert                     | BinarySearchTree   | ...inary_tree/binary_search_tree.py | 170   | 7    | 0    | Yes  | 0.0667
is_mirror                    | None               | ...es/binary_tree/symmetric_tree.py | 125   | 7    | 0    | Yes  | 0.0667
query                        | SegmentTree        | ...binary_tree/lazy_segment_tree.py | 89    | 7    | 0    | Yes  | 0.0667
bead_sort                    | None               | sorts/bead_sort.py                  | 7     | 6    | 0    | Yes  | 0.0556
shell_sort                   | None               | sorts/shell_sort.py                 | 6     | 6    | 0    | Yes  | 0.0556
odd_even_sort                | None               | sorts/odd_even_sort.py              | 8     | 6    | 0    | Yes  | 0.0556
__eq__                       | Deque              | ...res/queues/double_ended_queue.py | 375   | 6    | 0    | Yes  | 0.0556
nearest_neighbour_search     | None               | ...tree/nearest_neighbour_search.py | 12    | 6    | 0    | Yes  | 0.0556
search                       | None               | ...tree/nearest_neighbour_search.py | 34    | 6    | 0    | Yes  | 0.0556
add                          | LinkedList         | ...ructures/linked_list/__init__.py | 25    | 6    | 0    | Yes  | 0.0556
insert_at_nth                | DoublyLinkedList   | ...inked_list/doubly_linked_list.py | 62    | 6    | 0    | Yes  | 0.0556
delete_at_nth                | DoublyLinkedList   | ...inked_list/doubly_linked_list.py | 114   | 6    | 0    | Yes  | 0.0556
_locate_node                 | SkipList           | ...uctures/linked_list/skip_list.py | 128   | 6    | 0    | Yes  | 0.0556
delete                       | SkipList           | ...uctures/linked_list/skip_list.py | 163   | 6    | 0    | Yes  | 0.0556
delete_nth                   | CircularLinkedList | ...ked_list/circular_linked_list.py | 107   | 6    | 0    | Yes  | 0.0556
test_circular_linked_list    | None               | ...ked_list/circular_linked_list.py | 151   | 6    | 0    | Yes  | 0.0556
check_coloring               | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 311   | 6    | 0    | Yes  | 0.0556
search                       | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 350   | 6    | 0    | Yes  | 0.0556
is_sorted                    | Node               | ...uctures/binary_tree/is_sorted.py | 48    | 6    | 0    | Yes  | 0.0556
binary_tree_top_side_view    | None               | ...ree/diff_views_of_binary_tree.py | 110   | 6    | 0    | Yes  | 0.0556
binary_tree_bottom_side_view | None               | ...ree/diff_views_of_binary_tree.py | 159   | 6    | 0    | Yes  | 0.0556
distribute_coins             | None               | .../binary_tree/distribute_coins.py | 58    | 6    | 0    | Yes  | 0.0556
rank_query                   | FenwickTree        | ...ures/binary_tree/fenwick_tree.py | 198   | 6    | 0    | Yes  | 0.0556
quantile                     | None               | ...ures/binary_tree/wavelet_tree.py | 121   | 6    | 0    | Yes  | 0.0556
get_sum                      | PrefixSum          | ..._structures/arrays/prefix_sum.py | 21    | 6    | 0    | Yes  | 0.0556
next_greatest_element        | None               | ...s/stacks/next_greater_element.py | 71    | 6    | 0    | Yes  | 0.0556
balanced_parentheses         | None               | ...s/stacks/balanced_parentheses.py | 4     | 6    | 0    | Yes  | 0.0556
__delitem__                  | HashMap            | data_structures/hashing/hash_map.py | 206   | 6    | 0    | Yes  | 0.0556
insert                       | RadixNode          | data_structures/trie/radix_tree.py  | 50    | 6    | 0    | Yes  | 0.0556
insert                       | BinomialHeap       | ...structures/heap/binomial_heap.py | 206   | 6    | 0    | Yes  | 0.0556
quick_sort_3partition        | None               | sorts/quick_sort_3_partition.py     | 1     | 5    | 0    | Yes  | 0.0444
iter_merge_sort              | None               | sorts/iterative_merge_sort.py       | 29    | 5    | 0    | Yes  | 0.0444
_msd_radix_sort              | None               | sorts/msd_radix_sort.py             | 40    | 5    | 0    | Yes  | 0.0444
selection_sort               | None               | sorts/selection_sort.py             | 1     | 5    | 0    | Yes  | 0.0444
bubble_sort_iterative        | None               | sorts/bubble_sort.py                | 4     | 5    | 0    | Yes  | 0.0444
pigeon_sort                  | None               | sorts/pigeon_sort.py                | 16    | 5    | 0    | Yes  | 0.0444
binary_insertion_sort        | None               | sorts/binary_insertion_sort.py      | 14    | 5    | 0    | Yes  | 0.0444
odd_even_transposition       | None               | ...d_even_transposition_parallel.py | 81    | 5    | 0    | Yes  | 0.0444
shell_sort                   | None               | sorts/shrink_shell_sort.py          | 24    | 5    | 0    | Yes  | 0.0444
counting_sort                | None               | sorts/counting_sort.py              | 12    | 5    | 0    | Yes  | 0.0444
radix_sort                   | None               | sorts/radix_sort.py                 | 12    | 5    | 0    | Yes  | 0.0444
insertion_sort               | None               | sorts/intro_sort.py                 | 10    | 5    | 0    | Yes  | 0.0444
partition                    | None               | sorts/intro_sort.py                 | 108   | 5    | 0    | Yes  | 0.0444
comp_and_swap                | None               | sorts/bitonic_sort.py               | 10    | 5    | 0    | Yes  | 0.0444
binary_search_insertion      | None               | sorts/merge_insertion_sort.py       | 17    | 5    | 0    | Yes  | 0.0444
gnome_sort                   | None               | sorts/gnome_sort.py                 | 16    | 5    | 0    | Yes  | 0.0444
comb_sort                    | None               | sorts/comb_sort.py                  | 22    | 5    | 0    | Yes  | 0.0444
bucket_sort                  | None               | sorts/bucket_sort.py                | 34    | 5    | 0    | Yes  | 0.0444
pigeonhole_sort              | None               | sorts/pigeonhole_sort.py            | 6     | 5    | 0    | Yes  | 0.0444
tim_sort                     | None               | sorts/tim_sort.py                   | 43    | 5    | 0    | Yes  | 0.0444
reverse_k_nodes              | LinkedList         | ...s/linked_list/reverse_k_group.py | 76    | 5    | 0    | Yes  | 0.0444
insert_nth                   | LinkedList         | ...inked_list/singly_linked_list.py | 192   | 5    | 0    | Yes  | 0.0444
test_singly_linked_list      | None               | ...inked_list/singly_linked_list.py | 366   | 5    | 0    | Yes  | 0.0444
detect_cycle                 | LinkedList         | ...d_list/floyds_cycle_detection.py | 89    | 5    | 0    | Yes  | 0.0444
rotate_left                  | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 43    | 5    | 0    | Yes  | 0.0444
rotate_right                 | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 65    | 5    | 0    | Yes  | 0.0444
get_max                      | BinarySearchTree   | ...inary_tree/binary_search_tree.py | 234   | 5    | 0    | Yes  | 0.0444
get_min                      | BinarySearchTree   | ...inary_tree/binary_search_tree.py | 257   | 5    | 0    | Yes  | 0.0444
merge                        | None               | ..._structures/binary_tree/treap.py | 61    | 5    | 0    | Yes  | 0.0444
breadth_first_search         | None               | ...ree/diff_views_of_binary_tree.py | 129   | 5    | 0    | Yes  | 0.0444
breadth_first_search         | None               | ...ree/diff_views_of_binary_tree.py | 178   | 5    | 0    | Yes  | 0.0444
level_order                  | None               | ...y_tree/binary_tree_traversals.py | 96    | 5    | 0    | Yes  | 0.0444
max_sum_bst                  | None               | ...s/binary_tree/maximum_sum_bst.py | 17    | 5    | 0    | Yes  | 0.0444
solver                       | None               | ...s/binary_tree/maximum_sum_bst.py | 49    | 5    | 0    | Yes  | 0.0444
query_recursive              | SegmentTree        | ...ures/binary_tree/segment_tree.py | 86    | 5    | 0    | Yes  | 0.0444
rank_till_index              | None               | ...ures/binary_tree/wavelet_tree.py | 70    | 5    | 0    | Yes  | 0.0444
index_2d_array_in_1d         | None               | ...s/arrays/index_2d_array_in_1d.py | 62    | 5    | 0    | Yes  | 0.0444
build_sparse_table           | None               | ...tructures/arrays/sparse_table.py | 17    | 5    | 0    | Yes  | 0.0444
solve_all                    | None               | ...ructures/arrays/sudoku_solver.py | 169   | 5    | 0    | Yes  | 0.0444
random_puzzle                | None               | ...ructures/arrays/sudoku_solver.py | 213   | 5    | 0    | Yes  | 0.0444
find_triplets_with_0_sum_... | None               | ...rays/find_triplets_with_0_sum.py | 27    | 5    | 0    | Yes  | 0.0444
test_stack                   | None               | data_structures/stacks/stack.py     | 161   | 5    | 0    | Yes  | 0.0444
dijkstras_two_stack_algor... | None               | ...dijkstras_two_stack_algorithm.py | 40    | 5    | 0    | Yes  | 0.0444
__getitem__                  | HashMap            | data_structures/hashing/hash_map.py | 267   | 5    | 0    | Yes  | 0.0444
is_prime                     | None               | ...g/number_theory/prime_numbers.py | 9     | 5    | 0    | Yes  | 0.0444
delete                       | TrieNode           | data_structures/trie/trie.py        | 49    | 5    | 0    | Yes  | 0.0444
__swap_down                  | BinaryHeap         | data_structures/heap/max_heap.py    | 38    | 5    | 0    | Yes  | 0.0444
_get_valid_parent            | Heap               | ..._structures/heap/heap_generic.py | 49    | 5    | 0    | Yes  | 0.0444
merge                        | RandomizedHeapNode | ...ructures/heap/randomized_heap.py | 38    | 5    | 0    | Yes  | 0.0444
test_disjoint_set            | None               | ...res/disjoint_set/disjoint_set.py | 63    | 5    | 0    | Yes  | 0.0444
exchange_sort                | None               | sorts/exchange_sort.py              | 1     | 4    | 0    | Yes  | 0.0333
msd_radix_sort_inplace       | None               | sorts/msd_radix_sort.py             | 78    | 4    | 0    | Yes  | 0.0333
odd_even_transposition       | None               | ...transposition_single_threaded.py | 11    | 4    | 0    | Yes  | 0.0333
merge                        | None               | sorts/merge_insertion_sort.py       | 38    | 4    | 0    | Yes  | 0.0333
bogo_sort                    | None               | sorts/bogo_sort.py                  | 19    | 4    | 0    | Yes  | 0.0333
insertion_sort               | None               | sorts/insertion_sort.py             | 27    | 4    | 0    | Yes  | 0.0333
get                          | QueueByTwoStacks   | ...es/queues/queue_by_two_stacks.py | 74    | 4    | 0    | Yes  | 0.0333
enqueue                      | CircularQueueLi... | ...es/circular_queue_linked_list.py | 86    | 4    | 0    | Yes  | 0.0333
dequeue                      | CircularQueueLi... | ...es/circular_queue_linked_list.py | 111   | 4    | 0    | Yes  | 0.0333
middle_element               | LinkedList         | ...middle_element_of_linked_list.py | 20    | 4    | 0    | Yes  | 0.0333
test_doubly_linked_list      | None               | ...inked_list/doubly_linked_list.py | 191   | 4    | 0    | Yes  | 0.0333
__getitem__                  | LinkedList         | ...inked_list/singly_linked_list.py | 108   | 4    | 0    | Yes  | 0.0333
delete_nth                   | LinkedList         | ...inked_list/singly_linked_list.py | 289   | 4    | 0    | Yes  | 0.0333
check_color_properties       | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 278   | 4    | 0    | Yes  | 0.0333
__eq__                       | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 502   | 4    | 0    | Yes  | 0.0333
test_floor_ceil              | None               | ...es/binary_tree/red_black_tree.py | 629   | 4    | 0    | Yes  | 0.0333
floor_ceiling                | None               | ...binary_tree/floor_and_ceiling.py | 36    | 4    | 0    | Yes  | 0.0333
search                       | BinarySearchTree   | ...inary_tree/binary_search_tree.py | 200   | 4    | 0    | Yes  | 0.0333
split                        | None               | ..._structures/binary_tree/treap.py | 35    | 4    | 0    | Yes  | 0.0333
interact_treap               | None               | ..._structures/binary_tree/treap.py | 121   | 4    | 0    | Yes  | 0.0333
binary_tree_right_side_view  | None               | ...ree/diff_views_of_binary_tree.py | 30    | 4    | 0    | Yes  | 0.0333
binary_tree_left_side_view   | None               | ...ree/diff_views_of_binary_tree.py | 70    | 4    | 0    | Yes  | 0.0333
get_nodes_from_left_to_right | None               | ...y_tree/binary_tree_traversals.py | 119   | 4    | 0    | Yes  | 0.0333
get_nodes_from_right_to_left | None               | ...y_tree/binary_tree_traversals.py | 141   | 4    | 0    | Yes  | 0.0333
zigzag                       | None               | ...y_tree/binary_tree_traversals.py | 163   | 4    | 0    | Yes  | 0.0333
query                        | SegmentTree        | ...ee/non_recursive_segment_tree.py | 90    | 4    | 0    | Yes  | 0.0333
update_recursive             | SegmentTree        | ...ures/binary_tree/segment_tree.py | 59    | 4    | 0    | Yes  | 0.0333
__init__                     | FenwickTree        | ...ures/binary_tree/fenwick_tree.py | 11    | 4    | 0    | Yes  | 0.0333
build_tree                   | None               | ...ures/binary_tree/wavelet_tree.py | 35    | 4    | 0    | Yes  | 0.0333
rotate_array                 | None               | ...tructures/arrays/rotate_array.py | 1     | 4    | 0    | Yes  | 0.0333
permute_recursive            | None               | ...tructures/arrays/permutations.py | 1     | 4    | 0    | Yes  | 0.0333
parse_grid                   | None               | ...ructures/arrays/sudoku_solver.py | 64    | 4    | 0    | Yes  | 0.0333
find_median_sorted_arrays    | None               | ...tures/arrays/median_two_array.py | 6     | 4    | 0    | Yes  | 0.0333
largest_rectangle_area       | None               | ...s/largest_rectangle_histogram.py | 1     | 4    | 0    | Yes  | 0.0333
next_greatest_element_slow   | None               | ...s/stacks/next_greater_element.py | 7     | 4    | 0    | Yes  | 0.0333
next_greatest_element_fast   | None               | ...s/stacks/next_greater_element.py | 40    | 4    | 0    | Yes  | 0.0333
lexical_order                | None               | ...tacks/lexicographical_numbers.py | 4     | 4    | 0    | Yes  | 0.0333
calculate_span               | None               | ...res/stacks/stock_span_problem.py | 11    | 4    | 0    | Yes  | 0.0333
infix_2_prefix               | None               | ...ks/infix_to_prefix_conversion.py | 127   | 4    | 0    | Yes  | 0.0333
_collision_resolution        | DoubleHash         | ...tructures/hashing/double_hash.py | 38    | 4    | 0    | Yes  | 0.0333
_collision_resolution        | QuadraticProbing   | ...res/hashing/quadratic_probing.py | 14    | 4    | 0    | Yes  | 0.0333
_collision_resolution        | HashTable          | ...structures/hashing/hash_table.py | 179   | 4    | 0    | Yes  | 0.0333
insert_data                  | HashTable          | ...structures/hashing/hash_table.py | 247   | 4    | 0    | Yes  | 0.0333
find                         | RadixNode          | data_structures/trie/radix_tree.py  | 102   | 4    | 0    | Yes  | 0.0333
merge                        | SkewNode           | data_structures/heap/skew_heap.py   | 59    | 4    | 0    | Yes  | 0.0333
merge_trees                  | Node               | ...structures/heap/binomial_heap.py | 23    | 4    | 0    | Yes  | 0.0333
merge                        | DisjointSet        | ...nt_set/alternate_disjoint_set.py | 19    | 4    | 0    | Yes  | 0.0333
union_set                    | None               | ...res/disjoint_set/disjoint_set.py | 24    | 4    | 0    | Yes  | 0.0333
lomuto_partition             | None               | sorts/quick_sort_3_partition.py     | 75    | 3    | 0    | Yes  | 0.0222
msd_radix_sort               | None               | sorts/msd_radix_sort.py             | 11    | 3    | 0    | Yes  | 0.0222
tree_sort                    | None               | sorts/tree_sort.py                  | 42    | 3    | 0    | Yes  | 0.0222
heap_sort                    | None               | sorts/intro_sort.py                 | 59    | 3    | 0    | Yes  | 0.0222
median_of_3                  | None               | sorts/intro_sort.py                 | 82    | 3    | 0    | Yes  | 0.0222
wiggle_sort                  | None               | sorts/wiggle_sort.py                | 12    | 3    | 0    | Yes  | 0.0222
heap_sort                    | None               | sorts/heap_sort.py                  | 34    | 3    | 0    | Yes  | 0.0222
cyclic_sort                  | None               | sorts/cyclic_sort.py                | 15    | 3    | 0    | Yes  | 0.0222
patience_sort                | None               | sorts/patience_sort.py              | 31    | 3    | 0    | Yes  | 0.0222
stalin_sort                  | None               | sorts/stalin_sort.py                | 8     | 3    | 0    | Yes  | 0.0222
insert_next                  | None               | sorts/recursive_insertion_sort.py   | 39    | 3    | 0    | Yes  | 0.0222
enqueue                      | FixedPriorityQueue | ...ues/priority_queue_using_list.py | 76    | 3    | 0    | Yes  | 0.0222
dequeue                      | FixedPriorityQueue | ...ues/priority_queue_using_list.py | 89    | 3    | 0    | Yes  | 0.0222
is_empty                     | CircularQueueLi... | ...es/circular_queue_linked_list.py | 40    | 3    | 0    | Yes  | 0.0222
get                          | LinkedQueue        | ...tructures/queues/linked_queue.py | 115   | 3    | 0    | Yes  | 0.0222
_add_suffix                  | SuffixTree         | ...tures/suffix_tree/suffix_tree.py | 34    | 3    | 0    | Yes  | 0.0222
