=================================================================================================================================================
REPOSITORY: FLASK | FULL CONFUSION SCORE RANKING
=================================================================================================================================================
Function                     | Class              | File Path                           | Line  | Comp | Hits | Doc? | Score 
should_set_cookie            | SessionInterface   | src/flask/sessions.py               | 233   | 3    | 0    | Yes  | 0.0351
_called_with_wrong_args      | None               | src/flask/cli.py                    | 94    | 3    | 0    | Yes  | 0.0351
attach_enctype_error_mult... | None               | src/flask/debughelpers.py           | 81    | 3    | 0    | Yes  | 0.0351
make_response                | None               | src/flask/helpers.py                | 151   | 3    | 0    | Yes  | 0.0351
raise_any                    | _CollectErrors     | src/flask/helpers.py                | 676   | 3    | 0    | Yes  | 0.0351
invoke                       | FlaskCliRunner     | src/flask/testing.py                | 275   | 3    | 0    | Yes  | 0.0351
static_url_path              | Scaffold           | src/flask/sansio/scaffold.py        | 249   | 3    | 0    | Yes  | 0.0351
name                         | App                | src/flask/sansio/app.py             | 423   | 3    | 0    | Yes  | 0.0351
tag                          | TaggedJSONSeria... | src/flask/json/tag.py               | 289   | 3    | 0    | Yes  | 0.0351
untag                        | TaggedJSONSeria... | src/flask/json/tag.py               | 297   | 3    | 0    | Yes  | 0.0351
get_db                       | None               | examples/tutorial/flaskr/db.py      | 9     | 2    | 0    | Yes  | 0.0175
close_db                     | None               | examples/tutorial/flaskr/db.py      | 23    | 2    | 0    | Yes  | 0.0175
create_app                   | None               | ...ples/tutorial/flaskr/__init__.py | 6     | 2    | 0    | Yes  | 0.0175
login_required               | None               | examples/tutorial/flaskr/auth.py    | 19    | 2    | 0    | Yes  | 0.0175
wsgi_errors_stream           | None               | src/flask/logging.py                | 16    | 2    | 0    | Yes  | 0.0175
send_static_file             | Blueprint          | src/flask/blueprints.py             | 82    | 2    | 0    | Yes  | 0.0175
endpoint                     | Request            | src/flask/wrappers.py               | 147   | 2    | 0    | Yes  | 0.0175
blueprints                   | Request            | src/flask/wrappers.py               | 181   | 2    | 0    | Yes  | 0.0175
max_cookie_size              | Response           | src/flask/wrappers.py               | 247   | 2    | 0    | Yes  | 0.0175
pop                          | _AppCtxGlobals     | src/flask/ctx.py                    | 79    | 2    | 0    | Yes  | 0.0175
send_static_file             | Flask              | src/flask/app.py                    | 393   | 2    | 0    | Yes  | 0.0175
open_instance_resource       | Flask              | src/flask/app.py                    | 448   | 2    | 0    | Yes  | 0.0175
test_client                  | Flask              | src/flask/app.py                    | 758   | 2    | 0    | Yes  | 0.0175
test_cli_runner              | Flask              | src/flask/app.py                    | 816   | 2    | 0    | Yes  | 0.0175
ensure_sync                  | Flask              | src/flask/app.py                    | 1068  | 2    | 0    | Yes  | 0.0175
async_to_sync                | Flask              | src/flask/app.py                    | 1082  | 2    | 0    | Yes  | 0.0175
do_teardown_appcontext       | Flask              | src/flask/app.py                    | 1456  | 2    | 0    | Yes  | 0.0175
get_cookie_path              | SessionInterface   | src/flask/sessions.py               | 187   | 2    | 0    | Yes  | 0.0175
get_expiration_time          | SessionInterface   | src/flask/sessions.py               | 223   | 2    | 0    | Yes  | 0.0175
with_appcontext              | None               | src/flask/cli.py                    | 380   | 2    | 0    | Yes  | 0.0175
command                      | AppGroup           | src/flask/cli.py                    | 413   | 2    | 0    | Yes  | 0.0175
get_debug_flag               | None               | src/flask/helpers.py                | 28    | 2    | 0    | Yes  | 0.0175
redirect                     | None               | src/flask/helpers.py                | 254   | 2    | 0    | Yes  | 0.0175
abort                        | None               | src/flask/helpers.py                | 281   | 2    | 0    | Yes  | 0.0175
record_once                  | Blueprint          | src/flask/sansio/blueprints.py      | 233   | 2    | 0    | Yes  | 0.0175
register_blueprint           | Blueprint          | src/flask/sansio/blueprints.py      | 256   | 2    | 0    | Yes  | 0.0175
app_template_filter          | Blueprint          | src/flask/sansio/blueprints.py      | 450   | 2    | 0    | Yes  | 0.0175
app_template_test            | Blueprint          | src/flask/sansio/blueprints.py      | 504   | 2    | 0    | Yes  | 0.0175
app_template_global          | Blueprint          | src/flask/sansio/blueprints.py      | 562   | 2    | 0    | Yes  | 0.0175
static_folder                | Scaffold           | src/flask/sansio/scaffold.py        | 224   | 2    | 0    | Yes  | 0.0175
jinja_loader                 | Scaffold           | src/flask/sansio/scaffold.py        | 272   | 2    | 0    | Yes  | 0.0175
auto_find_instance_path      | App                | src/flask/sansio/app.py             | 507   | 2    | 0    | Yes  | 0.0175
select_jinja_autoescape      | App                | src/flask/sansio/app.py             | 533   | 2    | 0    | Yes  | 0.0175
template_filter              | App                | src/flask/sansio/app.py             | 670   | 2    | 0    | Yes  | 0.0175
add_template_filter          | App                | src/flask/sansio/app.py             | 699   | 2    | 0    | Yes  | 0.0175
template_test                | App                | src/flask/sansio/app.py             | 720   | 2    | 0    | Yes  | 0.0175
add_template_test            | App                | src/flask/sansio/app.py             | 756   | 2    | 0    | Yes  | 0.0175
template_global              | App                | src/flask/sansio/app.py             | 779   | 2    | 0    | Yes  | 0.0175
add_template_global          | App                | src/flask/sansio/app.py             | 810   | 2    | 0    | Yes  | 0.0175
dumps                        | None               | src/flask/json/__init__.py          | 13    | 2    | 0    | Yes  | 0.0175
dump                         | None               | src/flask/json/__init__.py          | 47    | 2    | 0    | Yes  | 0.0175
loads                        | None               | src/flask/json/__init__.py          | 77    | 2    | 0    | Yes  | 0.0175
load                         | None               | src/flask/json/__init__.py          | 108   | 2    | 0    | Yes  | 0.0175
init_db                      | None               | examples/tutorial/flaskr/db.py      | 33    | 1    | 0    | Yes  | 0.0000
init_db_command              | None               | examples/tutorial/flaskr/db.py      | 42    | 1    | 0    | Yes  | 0.0000
logout                       | None               | examples/tutorial/flaskr/auth.py    | 113   | 1    | 0    | Yes  | 0.0000
index                        | None               | examples/tutorial/flaskr/blog.py    | 17    | 1    | 0    | Yes  | 0.0000
delete                       | None               | examples/tutorial/flaskr/blog.py    | 115   | 1    | 0    | Yes  | 0.0000
get                          | _AppCtxGlobals     | src/flask/ctx.py                    | 68    | 1    | 0    | Yes  | 0.0000
setdefault                   | _AppCtxGlobals     | src/flask/ctx.py                    | 93    | 1    | 0    | Yes  | 0.0000
from_environ                 | AppContext         | src/flask/ctx.py                    | 340   | 1    | 0    | Yes  | 0.0000
copy                         | AppContext         | src/flask/ctx.py                    | 355   | 1    | 0    | Yes  | 0.0000
log_exception                | Flask              | src/flask/app.py                    | 953   | 1    | 0    | Yes  | 0.0000
make_default_options_resp... | Flask              | src/flask/app.py                    | 1056  | 1    | 0    | Yes  | 0.0000
test_request_context         | Flask              | src/flask/app.py                    | 1520  | 1    | 0    | Yes  | 0.0000
permanent                    | SessionMixin       | src/flask/sessions.py               | 28    | 1    | 0    | Yes  | 0.0000
make_null_session            | SessionInterface   | src/flask/sessions.py               | 150   | 1    | 0    | Yes  | 0.0000
is_null_session              | SessionInterface   | src/flask/sessions.py               | 162   | 1    | 0    | Yes  | 0.0000
get_cookie_name              | SessionInterface   | src/flask/sessions.py               | 171   | 1    | 0    | Yes  | 0.0000
get_cookie_domain            | SessionInterface   | src/flask/sessions.py               | 175   | 1    | 0    | Yes  | 0.0000
get_cookie_httponly          | SessionInterface   | src/flask/sessions.py               | 195   | 1    | 0    | Yes  | 0.0000
get_cookie_secure            | SessionInterface   | src/flask/sessions.py               | 202   | 1    | 0    | Yes  | 0.0000
get_cookie_samesite          | SessionInterface   | src/flask/sessions.py               | 208   | 1    | 0    | Yes  | 0.0000
get_cookie_partitioned       | SessionInterface   | src/flask/sessions.py               | 215   | 1    | 0    | Yes  | 0.0000
_lazy_sha1                   | None               | src/flask/sessions.py               | 276   | 1    | 0    | Yes  | 0.0000
__init__                     | ScriptInfo         | src/flask/cli.py                    | 305   | 1    | 0    | Yes  | 0.0000
group                        | AppGroup           | src/flask/cli.py                    | 429   | 1    | 0    | Yes  | 0.0000
_path_is_ancestor            | None               | src/flask/cli.py                    | 691   | 1    | 0    | Yes  | 0.0000
url_for                      | None               | src/flask/helpers.py                | 200   | 1    | 0    | Yes  | 0.0000
get_template_attribute       | None               | src/flask/helpers.py                | 304   | 1    | 0    | Yes  | 0.0000
flash                        | None               | src/flask/helpers.py                | 326   | 1    | 0    | Yes  | 0.0000
send_file                    | None               | src/flask/helpers.py                | 417   | 1    | 0    | Yes  | 0.0000
send_from_directory          | None               | src/flask/helpers.py                | 543   | 1    | 0    | Yes  | 0.0000
json_dumps                   | EnvironBuilder     | src/flask/testing.py                | 88    | 1    | 0    | Yes  | 0.0000
record                       | Blueprint          | src/flask/sansio/blueprints.py      | 224   | 1    | 0    | Yes  | 0.0000
make_setup_state             | Blueprint          | src/flask/sansio/blueprints.py      | 246   | 1    | 0    | Yes  | 0.0000
add_app_template_filter      | Blueprint          | src/flask/sansio/blueprints.py      | 476   | 1    | 0    | Yes  | 0.0000
add_app_template_test        | Blueprint          | src/flask/sansio/blueprints.py      | 532   | 1    | 0    | Yes  | 0.0000
add_app_template_global      | Blueprint          | src/flask/sansio/blueprints.py      | 590   | 1    | 0    | Yes  | 0.0000
after_app_request            | Blueprint          | src/flask/sansio/blueprints.py      | 624   | 1    | 0    | Yes  | 0.0000
teardown_app_request         | Blueprint          | src/flask/sansio/blueprints.py      | 634   | 1    | 0    | Yes  | 0.0000
app_context_processor        | Blueprint          | src/flask/sansio/blueprints.py      | 644   | 1    | 0    | Yes  | 0.0000
app_url_value_preprocessor   | Blueprint          | src/flask/sansio/blueprints.py      | 673   | 1    | 0    | Yes  | 0.0000
app_url_defaults             | Blueprint          | src/flask/sansio/blueprints.py      | 685   | 1    | 0    | Yes  | 0.0000
has_static_folder            | Scaffold           | src/flask/sansio/scaffold.py        | 241   | 1    | 0    | Yes  | 0.0000
get                          | Scaffold           | src/flask/sansio/scaffold.py        | 296   | 1    | 0    | Yes  | 0.0000
query                        | Scaffold           | src/flask/sansio/scaffold.py        | 304   | 1    | 0    | Yes  | 0.0000
post                         | Scaffold           | src/flask/sansio/scaffold.py        | 312   | 1    | 0    | Yes  | 0.0000
put                          | Scaffold           | src/flask/sansio/scaffold.py        | 320   | 1    | 0    | Yes  | 0.0000
delete                       | Scaffold           | src/flask/sansio/scaffold.py        | 328   | 1    | 0    | Yes  | 0.0000
patch                        | Scaffold           | src/flask/sansio/scaffold.py        | 336   | 1    | 0    | Yes  | 0.0000
route                        | Scaffold           | src/flask/sansio/scaffold.py        | 344   | 1    | 0    | Yes  | 0.0000
add_url_rule                 | Scaffold           | src/flask/sansio/scaffold.py        | 376   | 1    | 0    | Yes  | 0.0000
endpoint                     | Scaffold           | src/flask/sansio/scaffold.py        | 444   | 1    | 0    | Yes  | 0.0000
teardown_request             | Scaffold           | src/flask/sansio/scaffold.py        | 516   | 1    | 0    | Yes  | 0.0000
context_processor            | Scaffold           | src/flask/sansio/scaffold.py        | 550   | 1    | 0    | Yes  | 0.0000
url_value_preprocessor       | Scaffold           | src/flask/sansio/scaffold.py        | 567   | 1    | 0    | Yes  | 0.0000
url_defaults                 | Scaffold           | src/flask/sansio/scaffold.py        | 592   | 1    | 0    | Yes  | 0.0000
_endpoint_from_view_func     | None               | src/flask/sansio/scaffold.py        | 709   | 1    | 0    | Yes  | 0.0000
logger                       | App                | src/flask/sansio/app.py             | 440   | 1    | 0    | Yes  | 0.0000
jinja_env                    | App                | src/flask/sansio/app.py             | 467   | 1    | 0    | Yes  | 0.0000
make_aborter                 | App                | src/flask/sansio/app.py             | 495   | 1    | 0    | Yes  | 0.0000
create_global_jinja_loader   | App                | src/flask/sansio/app.py             | 520   | 1    | 0    | Yes  | 0.0000
register_blueprint           | App                | src/flask/sansio/app.py             | 570   | 1    | 0    | Yes  | 0.0000
iter_blueprints              | App                | src/flask/sansio/app.py             | 597   | 1    | 0    | Yes  | 0.0000
teardown_appcontext          | App                | src/flask/sansio/app.py             | 827   | 1    | 0    | Yes  | 0.0000
shell_context_processor      | App                | src/flask/sansio/app.py             | 858   | 1    | 0    | Yes  | 0.0000
redirect                     | App                | src/flask/sansio/app.py             | 939   | 1    | 0    | Yes  | 0.0000
jsonify                      | None               | src/flask/json/__init__.py          | 138   | 1    | 0    | Yes  | 0.0000
__init__                     | JSONTag            | src/flask/json/tag.py               | 69    | 1    | 0    | Yes  | 0.0000
check                        | JSONTag            | src/flask/json/tag.py               | 73    | 1    | 0    | Yes  | 0.0000
to_json                      | JSONTag            | src/flask/json/tag.py               | 77    | 1    | 0    | Yes  | 0.0000
to_python                    | JSONTag            | src/flask/json/tag.py               | 82    | 1    | 0    | Yes  | 0.0000
tag                          | JSONTag            | src/flask/json/tag.py               | 87    | 1    | 0    | Yes  | 0.0000
dumps                        | TaggedJSONSeria... | src/flask/json/tag.py               | 321   | 1    | 0    | Yes  | 0.0000
loads                        | TaggedJSONSeria... | src/flask/json/tag.py               | 325   | 1    | 0    | Yes  | 0.0000
dumps                        | JSONProvider       | src/flask/json/provider.py          | 41    | 1    | 0    | Yes  | 0.0000
dump                         | JSONProvider       | src/flask/json/provider.py          | 49    | 1    | 0    | Yes  | 0.0000
loads                        | JSONProvider       | src/flask/json/provider.py          | 59    | 1    | 0    | Yes  | 0.0000
load                         | JSONProvider       | src/flask/json/provider.py          | 67    | 1    | 0    | Yes  | 0.0000
response                     | JSONProvider       | src/flask/json/provider.py          | 89    | 1    | 0    | Yes  | 0.0000
dumps                        | DefaultJSONProv... | src/flask/json/provider.py          | 166   | 1    | 0    | Yes  | 0.0000
loads                        | DefaultJSONProv... | src/flask/json/provider.py          | 181   | 1    | 0    | Yes  | 0.0000
-------------------------------------------------------------------------------------------------------------------------------------------------
Query Signal Coverage: 86/422 functions queried (20.38% coverage; 79.62% sparse)
