=================================================================================================================================================
REPOSITORY: HTTPX | FULL CONFUSION SCORE RANKING
=================================================================================================================================================
Function                     | Class              | File Path                           | Line  | Comp | Hits | Doc? | Score 
iter_bytes                   | Response           | httpx/_models.py                    | 884   | 7    | 1    | Yes  | 0.2238
_redirect_method             | BaseClient         | httpx/_client.py                    | 494   | 7    | 1    | Yes  | 0.2238
encode_response              | None               | httpx/_content.py                   | 221   | 5    | 1    | Yes  | 0.2048
send                         | Client             | httpx/_client.py                    | 879   | 4    | 1    | Yes  | 0.1952
_merge_cookies               | BaseClient         | httpx/_client.py                    | 413   | 3    | 1    | Yes  | 0.1857
_redirect_stream             | BaseClient         | httpx/_client.py                    | 573   | 3    | 1    | Yes  | 0.1857
_transport_for_url           | Client             | httpx/_client.py                    | 760   | 3    | 1    | Yes  | 0.1857
has_redirect_location        | Response           | httpx/_models.py                    | 772   | 2    | 1    | Yes  | 0.1762
_merge_url                   | BaseClient         | httpx/_client.py                    | 391   | 2    | 1    | Yes  | 0.1762
request                      | Client             | httpx/_client.py                    | 771   | 2    | 1    | Yes  | 0.1762
is_absolute_url              | URL                | httpx/_urls.py                      | 308   | 2    | 1    | Yes  | 0.1762
is_redirect                  | Response           | httpx/_models.py                    | 739   | 1    | 1    | Yes  | 0.1667
extract_cookies              | Cookies            | httpx/_models.py                    | 1101  | 1    | 1    | Yes  | 0.1667
auth                         | BaseClient         | httpx/_client.py                    | 273   | 1    | 1    | Yes  | 0.1667
cookies                      | BaseClient         | httpx/_client.py                    | 319   | 1    | 1    | Yes  | 0.1667
_build_redirect_request      | BaseClient         | httpx/_client.py                    | 475   | 1    | 1    | Yes  | 0.1667
stream                       | Client             | httpx/_client.py                    | 828   | 1    | 1    | Yes  | 0.1667
get                          | Client             | httpx/_client.py                    | 1036  | 1    | 1    | Yes  | 0.1667
post                         | Client             | httpx/_client.py                    | 1123  | 1    | 1    | Yes  | 0.1667
stream                       | AsyncClient        | httpx/_client.py                    | 1543  | 1    | 1    | Yes  | 0.1667
is_redirect                  | codes              | httpx/_status_codes.py              | 60    | 1    | 1    | Yes  | 0.1667
handle_request               | BaseTransport      | httpx/_transports/base.py           | 26    | 1    | 1    | Yes  | 0.1667
get                          | Cookies            | httpx/_models.py                    | 1143  | 9    | 0    | Yes  | 0.0762
normalize_path               | None               | httpx/_urlparse.py                  | 447   | 9    | 0    | Yes  | 0.0762
delete                       | Cookies            | httpx/_models.py                    | 1168  | 8    | 0    | Yes  | 0.0667
encode_request               | None               | httpx/_content.py                   | 186   | 8    | 0    | Yes  | 0.0667
encoding                     | Response           | httpx/_models.py                    | 653   | 7    | 0    | Yes  | 0.0571
iter_raw                     | Response           | httpx/_models.py                    | 935   | 7    | 0    | Yes  | 0.0571
aiter_bytes                  | Response           | httpx/_models.py                    | 982   | 7    | 0    | Yes  | 0.0571
aiter_raw                    | Response           | httpx/_models.py                    | 1037  | 7    | 0    | Yes  | 0.0571
_parse_header_links          | None               | httpx/_models.py                    | 93    | 6    | 0    | Yes  | 0.0476
_get_content_decoder         | Response           | httpx/_models.py                    | 699   | 6    | 0    | Yes  | 0.0476
iter_text                    | Response           | httpx/_models.py                    | 907   | 6    | 0    | Yes  | 0.0476
aiter_text                   | Response           | httpx/_models.py                    | 1007  | 6    | 0    | Yes  | 0.0476
encoding                     | Headers            | httpx/_models.py                    | 167   | 5    | 0    | Yes  | 0.0381
__setitem__                  | Headers            | httpx/_models.py                    | 304   | 5    | 0    | Yes  | 0.0381
_is_https_redirect           | None               | httpx/_client.py                    | 62    | 5    | 0    | Yes  | 0.0381
_redirect_headers            | BaseClient         | httpx/_client.py                    | 546   | 5    | 0    | Yes  | 0.0381
sync_auth_flow               | Auth               | httpx/_auth.py                      | 62    | 5    | 0    | Yes  | 0.0381
async_auth_flow              | Auth               | httpx/_auth.py                      | 87    | 5    | 0    | Yes  | 0.0381
_normalize_header_value      | None               | httpx/_models.py                    | 74    | 4    | 0    | Yes  | 0.0286
raise_for_status             | Response           | httpx/_models.py                    | 794   | 4    | 0    | Yes  | 0.0286
close                        | Client             | httpx/_client.py                    | 1263  | 4    | 0    | Yes  | 0.0286
send                         | AsyncClient        | httpx/_client.py                    | 1594  | 4    | 0    | Yes  | 0.0286
aclose                       | AsyncClient        | httpx/_client.py                    | 1978  | 4    | 0    | Yes  | 0.0286
quote                        | None               | httpx/_urlparse.py                  | 497   | 4    | 0    | Yes  | 0.0286
primitive_value_to_str       | None               | httpx/_utils.py                     | 15    | 4    | 0    | Yes  | 0.0286
items                        | Headers            | httpx/_models.py                    | 216   | 3    | 0    | Yes  | 0.0190
get_list                     | Headers            | httpx/_models.py                    | 252   | 3    | 0    | Yes  | 0.0190
__delitem__                  | Headers            | httpx/_models.py                    | 328   | 3    | 0    | Yes  | 0.0190
read                         | Request            | httpx/_models.py                    | 468   | 3    | 0    | Yes  | 0.0190
aread                        | Request            | httpx/_models.py                    | 482   | 3    | 0    | Yes  | 0.0190
links                        | Response           | httpx/_models.py                    | 842   | 3    | 0    | Yes  | 0.0190
close                        | Response           | httpx/_models.py                    | 961   | 3    | 0    | Yes  | 0.0190
aclose                       | Response           | httpx/_models.py                    | 1065  | 3    | 0    | Yes  | 0.0190
clear                        | Cookies            | httpx/_models.py                    | 1192  | 3    | 0    | Yes  | 0.0190
_same_origin                 | None               | httpx/_client.py                    | 83    | 3    | 0    | Yes  | 0.0190
_merge_queryparams           | BaseClient         | httpx/_client.py                    | 433   | 3    | 0    | Yes  | 0.0190
_transport_for_url           | AsyncClient        | httpx/_client.py                    | 1474  | 3    | 0    | Yes  | 0.0190
_parse_challenge             | DigestAuth         | httpx/_auth.py                      | 224   | 3    | 0    | Yes  | 0.0190
raw_path                     | URL                | httpx/_urls.py                      | 283   | 3    | 0    | Yes  | 0.0190
peek_filelike_length         | None               | httpx/_utils.py                     | 95    | 3    | 0    | Yes  | 0.0190
request_context              | None               | httpx/_exceptions.py                | 365   | 3    | 0    | Yes  | 0.0190
_guess_content_type          | None               | httpx/_multipart.py                 | 45    | 3    | 0    | Yes  | 0.0190
get_content_length           | MultipartStream    | httpx/_multipart.py                 | 265   | 3    | 0    | Yes  | 0.0190
_is_known_encoding           | None               | httpx/_models.py                    | 56    | 2    | 0    | Yes  | 0.0095
_normalize_header_key        | None               | httpx/_models.py                    | 67    | 2    | 0    | Yes  | 0.0095
get                          | Headers            | httpx/_models.py                    | 242   | 2    | 0    | Yes  | 0.0095
__getitem__                  | Headers            | httpx/_models.py                    | 284   | 2    | 0    | Yes  | 0.0095
elapsed                      | Response           | httpx/_models.py                    | 579   | 2    | 0    | Yes  | 0.0095
request                      | Response           | httpx/_models.py                    | 596   | 2    | 0    | Yes  | 0.0095
encoding                     | Response           | httpx/_models.py                    | 675   | 2    | 0    | Yes  | 0.0095
charset_encoding             | Response           | httpx/_models.py                    | 689   | 2    | 0    | Yes  | 0.0095
read                         | Response           | httpx/_models.py                    | 876   | 2    | 0    | Yes  | 0.0095
aread                        | Response           | httpx/_models.py                    | 974   | 2    | 0    | Yes  | 0.0095
build_request                | BaseClient         | httpx/_client.py                    | 340   | 2    | 0    | Yes  | 0.0095
request                      | AsyncClient        | httpx/_client.py                    | 1485  | 2    | 0    | Yes  | 0.0095
_send_single_request         | AsyncClient        | httpx/_client.py                    | 1717  | 2    | 0    | Yes  | 0.0095
percent_encoded              | None               | httpx/_urlparse.py                  | 482   | 2    | 0    | Yes  | 0.0095
host                         | URL                | httpx/_urls.py                      | 169   | 2    | 0    | Yes  | 0.0095
path                         | URL                | httpx/_urls.py                      | 245   | 2    | 0    | Yes  | 0.0095
query                        | URL                | httpx/_urls.py                      | 258   | 2    | 0    | Yes  | 0.0095
fragment                     | URL                | httpx/_urls.py                      | 300   | 2    | 0    | Yes  | 0.0095
multi_items                  | QueryParams        | httpx/_urls.py                      | 498   | 2    | 0    | Yes  | 0.0095
get                          | QueryParams        | httpx/_urls.py                      | 512   | 2    | 0    | Yes  | 0.0095
raw                          | Headers            | httpx/_models.py                    | 196   | 1    | 0    | Yes  | 0.0000
multi_items                  | Headers            | httpx/_models.py                    | 231   | 1    | 0    | Yes  | 0.0000
url                          | Response           | httpx/_models.py                    | 629   | 1    | 0    | Yes  | 0.0000
is_informational             | Response           | httpx/_models.py                    | 725   | 1    | 0    | Yes  | 0.0000
is_success                   | Response           | httpx/_models.py                    | 732   | 1    | 0    | Yes  | 0.0000
is_client_error              | Response           | httpx/_models.py                    | 751   | 1    | 0    | Yes  | 0.0000
is_server_error              | Response           | httpx/_models.py                    | 758   | 1    | 0    | Yes  | 0.0000
is_error                     | Response           | httpx/_models.py                    | 765   | 1    | 0    | Yes  | 0.0000
set_cookie_header            | Cookies            | httpx/_models.py                    | 1110  | 1    | 0    | Yes  | 0.0000
set                          | Cookies            | httpx/_models.py                    | 1117  | 1    | 0    | Yes  | 0.0000
is_closed                    | BaseClient         | httpx/_client.py                    | 224   | 1    | 0    | Yes  | 0.0000
base_url                     | BaseClient         | httpx/_client.py                    | 288   | 1    | 0    | Yes  | 0.0000
headers                      | BaseClient         | httpx/_client.py                    | 299   | 1    | 0    | Yes  | 0.0000
params                       | BaseClient         | httpx/_client.py                    | 330   | 1    | 0    | Yes  | 0.0000
_merge_headers               | BaseClient         | httpx/_client.py                    | 424   | 1    | 0    | Yes  | 0.0000
options                      | Client             | httpx/_client.py                    | 1065  | 1    | 0    | Yes  | 0.0000
head                         | Client             | httpx/_client.py                    | 1094  | 1    | 0    | Yes  | 0.0000
put                          | Client             | httpx/_client.py                    | 1160  | 1    | 0    | Yes  | 0.0000
patch                        | Client             | httpx/_client.py                    | 1197  | 1    | 0    | Yes  | 0.0000
delete                       | Client             | httpx/_client.py                    | 1234  | 1    | 0    | Yes  | 0.0000
get                          | AsyncClient        | httpx/_client.py                    | 1751  | 1    | 0    | Yes  | 0.0000
options                      | AsyncClient        | httpx/_client.py                    | 1780  | 1    | 0    | Yes  | 0.0000
head                         | AsyncClient        | httpx/_client.py                    | 1809  | 1    | 0    | Yes  | 0.0000
post                         | AsyncClient        | httpx/_client.py                    | 1838  | 1    | 0    | Yes  | 0.0000
put                          | AsyncClient        | httpx/_client.py                    | 1875  | 1    | 0    | Yes  | 0.0000
patch                        | AsyncClient        | httpx/_client.py                    | 1912  | 1    | 0    | Yes  | 0.0000
delete                       | AsyncClient        | httpx/_client.py                    | 1949  | 1    | 0    | Yes  | 0.0000
__init__                     | MultiDecoder       | httpx/_decoders.py                  | 208   | 1    | 0    | Yes  | 0.0000
auth_flow                    | Auth               | httpx/_auth.py                      | 38    | 1    | 0    | Yes  | 0.0000
scheme                       | URL                | httpx/_urls.py                      | 127   | 1    | 0    | Yes  | 0.0000
raw_scheme                   | URL                | httpx/_urls.py                      | 135   | 1    | 0    | Yes  | 0.0000
userinfo                     | URL                | httpx/_urls.py                      | 143   | 1    | 0    | Yes  | 0.0000
username                     | URL                | httpx/_urls.py                      | 151   | 1    | 0    | Yes  | 0.0000
password                     | URL                | httpx/_urls.py                      | 160   | 1    | 0    | Yes  | 0.0000
raw_host                     | URL                | httpx/_urls.py                      | 196   | 1    | 0    | Yes  | 0.0000
port                         | URL                | httpx/_urls.py                      | 218   | 1    | 0    | Yes  | 0.0000
netloc                       | URL                | httpx/_urls.py                      | 234   | 1    | 0    | Yes  | 0.0000
params                       | URL                | httpx/_urls.py                      | 275   | 1    | 0    | Yes  | 0.0000
is_relative_url              | URL                | httpx/_urls.py                      | 320   | 1    | 0    | Yes  | 0.0000
copy_with                    | URL                | httpx/_urls.py                      | 327   | 1    | 0    | Yes  | 0.0000
join                         | URL                | httpx/_urls.py                      | 354   | 1    | 0    | Yes  | 0.0000
keys                         | QueryParams        | httpx/_urls.py                      | 463   | 1    | 0    | Yes  | 0.0000
values                       | QueryParams        | httpx/_urls.py                      | 474   | 1    | 0    | Yes  | 0.0000
items                        | QueryParams        | httpx/_urls.py                      | 486   | 1    | 0    | Yes  | 0.0000
get_list                     | QueryParams        | httpx/_urls.py                      | 526   | 1    | 0    | Yes  | 0.0000
set                          | QueryParams        | httpx/_urls.py                      | 537   | 1    | 0    | Yes  | 0.0000
add                          | QueryParams        | httpx/_urls.py                      | 552   | 1    | 0    | Yes  | 0.0000
remove                       | QueryParams        | httpx/_urls.py                      | 567   | 1    | 0    | Yes  | 0.0000
merge                        | QueryParams        | httpx/_urls.py                      | 582   | 1    | 0    | Yes  | 0.0000
request                      | None               | httpx/_api.py                       | 39    | 1    | 0    | Yes  | 0.0000
stream                       | None               | httpx/_api.py                       | 124   | 1    | 0    | Yes  | 0.0000
get                          | None               | httpx/_api.py                       | 174   | 1    | 0    | Yes  | 0.0000
options                      | None               | httpx/_api.py                       | 210   | 1    | 0    | Yes  | 0.0000
head                         | None               | httpx/_api.py                       | 246   | 1    | 0    | Yes  | 0.0000
post                         | None               | httpx/_api.py                       | 282   | 1    | 0    | Yes  | 0.0000
put                          | None               | httpx/_api.py                       | 323   | 1    | 0    | Yes  | 0.0000
patch                        | None               | httpx/_api.py                       | 364   | 1    | 0    | Yes  | 0.0000
delete                       | None               | httpx/_api.py                       | 405   | 1    | 0    | Yes  | 0.0000
priority                     | URLPattern         | httpx/_utils.py                     | 206   | 1    | 0    | Yes  | 0.0000
_format_form_param           | None               | httpx/_multipart.py                 | 33    | 1    | 0    | Yes  | 0.0000
is_informational             | codes              | httpx/_status_codes.py              | 46    | 1    | 0    | Yes  | 0.0000
is_success                   | codes              | httpx/_status_codes.py              | 53    | 1    | 0    | Yes  | 0.0000
is_client_error              | codes              | httpx/_status_codes.py              | 67    | 1    | 0    | Yes  | 0.0000
is_server_error              | codes              | httpx/_status_codes.py              | 74    | 1    | 0    | Yes  | 0.0000
is_error                     | codes              | httpx/_status_codes.py              | 81    | 1    | 0    | Yes  | 0.0000
close                        | SyncByteStream     | httpx/_types.py                     | 99    | 1    | 0    | Yes  | 0.0000
-------------------------------------------------------------------------------------------------------------------------------------------------
Query Signal Coverage: 77/446 functions queried (17.26% coverage; 82.74% sparse)
